HHA CCN,HHA Brand Name,HHA ID Owner,HHA Name Owner,HHA DBA Owner,HHA NPI,HHA ID,HHA Name,HHA DBA,HHA Address,HHA City,HHA Zip,HHA Fips,HHA County,HHA State,HHA State Cd,HHA CBSA,HHA Rating,HHA Auth Person,HHA Auth Person Desgn,HHA Auth Person Tele
398144,Enhabit,4284807678,VANGUARD GROUP INC,"VANGUARD GROUP, INC.",1902235195,1355565441,RESIDENTIAL HOME HEALTH OF NC PA LLC,,4650 WESTBRANCH HIGHWAY SUITE 150,LEWISBURG,17837,42119,UNION,Pennsylvania,PA,"Lewisburg, PA",3,DAVID CURTIS,CEO,248-524-6401
757170,,,,,1104401926,9830585785,IMPETUS HOME HEALTH CARE,,133 N ALTADENA DR,PASADENA,91107,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,KARINE NAGAPETIAN,"PRESIDENT/CEO, SECRETARY",626-314-3699
231645,THE MEDICAL TEAM,9638089972,THE MEDICAL TEAM INC,THE MEDICAL TEAM HOSPICE,1164823001,9638089972,THE MEDICAL TEAM INC,THE MEDICAL TEAM HOSPICE,"17197 N LAUREL PARK DRIVE, SUITE 555",LIVONIA,48152,26163,WAYNE,Michigan,MI,"Detroit-Warren-Dearborn, MI",,RYAN GRISARD,CFO,703-390-2300
108215,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1720060601,5991756959,"OMNI HOME HEALTH- DISTRICT 4, LLC",APEX HOME HEALTHCARE,751 OAK ST STE 400,JACKSONVILLE,32204,12031,DUVAL,Florida,FL,"Jacksonville, FL",3,AMANDA MCFADDIN,DIRECTOR OF LICENSING & ACCREDITATI,615-712-2250
757109,,,,,1003406091,1052726676,SIGMA HOME HEALTH INC,,18425 BURBANK BLVD,TARZANA,91356,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3.5,ARUSYAK TOPCHYAN,CEO,323-449-3313
559360,,,,,1760957823,9436494267,"GOLDEN TOUCH HOME HEALTH, INC.",,2001 BEVERLY BLVD SUITE 215,LOS ANGELES,90057,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2.5,SUREN NAZARYAN,CEO,213-216-0888
337431,,,,,1841475506,4486563335,FORT TRYON REHABILITATION & HEALTH CARE FACILITY LLC,ATARA HOME CARE,3525 BAYCHESTER AVENUE,BRONX,10466,36005,BRONX,New York,NY,"New York-Newark-Jersey City, NY-NJ",3.5,HELEN WEBSTER,MANAGING MEMBER,212-543-6400
559272,,6305275140,BEL AIR HOME HEALTH INC,,1962963470,4880027952,PRUDENCE HOME HEALTH INC,,1924 W. OLIVE AVE.,BURBANK,91506,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4.5,NUSHIK HAMAMJYAN,CEO,818-208-0070
687164,,,,,1770160681,2264838416,VIDA HOME HEALTH SERVICES LLC,,6001 NW 153RD ST STE 140,MIAMI LAKES,33014,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",4.5,BARBARA PENA RODRIGUEZ,"ADMINISTRATOR, DON",786-542-5164
317064,,6103162045,PROMISE CARE HOLDINGS LLC,,1194206516,0143566331,PROMISE CARE OF HUDSON COUNTY LLC,PROMISE CARE NJ,"4914 KENNEDY BOULEVARD, SUITE #203",WEST NEW YORK,07093,34017,HUDSON,New Jersey,NJ,"New York-Newark-Jersey City, NY-NJ",4.5,MOSHE ROSENBERG,OWNER,201-418-6800
227689,,,,,1982078689,2567765811,FIRST CHOICE HOME HEALTH CARE SERVICES INC.,,"59 INTERSTATE DRIVE, SUITE 8",WEST SPRINGFIELD,01089,25013,HAMPDEN,Massachusetts,MA,"Springfield, MA",-,HAVI NGUYEN,CHIEF EXECUTIVE OFFICER,720-807-1570
367553,OHIO LIVING HOME HEALTH,8729111471,OHIO LIVING HOLDINGS,OHIO LIVING VILLAGE HOME HEALTH,1386651313,8729111471,OHIO LIVING HOLDINGS,OHIO LIVING HOME HEALTH GREATER COLUMBUS,"9200 WORTHINGTON ROAD, SUITE 300",WESTERVILLE,43082,39041,DELAWARE,Ohio,OH,"Columbus, OH",2.5,LAURENCE GUMINA,CEO,614-888-7800
109294,,,,,1588756076,1355449851,ALL WAYS HOMECARE INC,,9200 S DADELAND BLVD STE 425,MIAMI,33156,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2,VICTORIA SUAREZ,ADMINISTRATOR,305-446-6120
148397,,6507246204,AGHA MEDICAL INC,,1699343129,6608256300,SPECIAL HOME HEALTH CARE LLC,,13303 SOUTH RIDGELAND AVENUE UNIT C,PALOS HEIGHTS,60463,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",2,WOROOD DOLEH,VICE PRESIDENT/ALT MANAGER,708-262-0562
109716,,,,,1144464686,3971627969,ALLIANCE HEALTH CARE OF MIAMI BEACH,,21406 W DIXIE HWY,MIAMI,33180,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",-,ASHLEY LOZEV,MANAGING DIRECTOR,305-865-1989
397286,,6305259292,SWIFT SHIFT HOLDINGS INC,,1053304345,8022929082,"GOLDEN CARE OF NORTHEAST PA, INC.",,1170 ROUTE 315 SUITE 4,PLAINS,18702,42079,LUZERNE,Pennsylvania,PA,"Scranton--Wilkes-Barre, PA",-,MICHELLE BERNARDI,ADMINISTRATOR,570-654-2883
277098,,6608885223,ST JOHNS LUTHERAN MINISTRIES INC,ST JOHNS UNITED,1235483728,3577707009,"HOME BASED SERVICES INITIATIVE, LLC","ST. JOHN'S UNITED HOME HEALTH",502 NORTH 30TH STREET,BILLINGS,59101,30111,YELLOWSTONE,Montana,MT,"Billings, MT",3.5,JERRY PEARSALL,PRESIDENT/CFO,406-655-5684
377746,,,,,1477883379,6204965122,"ALL ABOUT CARING HOME HEALTH CARE, LLC",,"7430 SE 15TH ST., STE 201",MIDWEST CITY,73110,40109,OKLAHOMA,Oklahoma,OK,"Oklahoma City, OK",1,TERRY SMITH,C.E.O.,405-641-7215
687285,,,,,1518693001,9830546209,MORGAN STAR HOME CARE LLC,HOME CARE FOR THE 21ST CENTURY-SUN,510 VONDERBURG DR STE 102,BRANDON,33511,12057,HILLSBOROUGH,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",-,LILLIAN FERNANDEZ,OWNER,540-270-1790
559326,,,,,1215494182,7517380009,NEW DREAM MANAGEMENT HEALTH CARE INC,,"15643 SHERMAN WAY, SUITE 330",VAN NUYS,91406,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4.5,KAREN NAZARYAN,CEO,818-646-1270
398192,,7618204629,"SIGNAL PA HOLDINGS, LLC",,1033682364,2163761701,SIGNAL PA HOME HEALTH LLC,PERSONAL HOME HEALTHCARE AND HOSPICE,233 MAIN STREET,BLAKELY,18447,42069,LACKAWANNA,Pennsylvania,PA,"Scranton--Wilkes-Barre, PA",3.5,MARK SIDEROWICZ,CEO,570-342-3314
267219,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1619468527,0244580439,LHCG CXXXXIII LLC,CAPITAL REGION HOME HEALTH,"1125 MADISON STREET, SUITE C",JEFFERSON CITY,65109,29051,COLE,Missouri,MO,"Jefferson City, MO",4.5,DONALD STELLY,PRESIDENT,337-233-1307
197462,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1558318451,3476464678,"TRI-PARISH COMMUNITY HOMECARE, LLC",,3581 HIGHWAY 190,EUNICE,70535,22097,ST. LANDRY,Louisiana,LA,"Opelousas, LA",3.5,JOSHUA PROFFITT,PRESIDENT,337-233-1307
058219,,,,,1205835873,6709794191,"SELECT CARE HOME HEALTH SERVICES, INC.",,"3071 W OLYMPIC BLVD., UNIT 102",LOS ANGELES,90006,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",5,STEVE CHO,PRESIDENT / ADMINISTRATOR,213-389-3582
327808,,,,,1538828835,4082091871,SENTRY HOME HEALTH CARE LLC,,805 N. RICHARDSON AVE,ROSWELL,88201,35005,CHAVES,New Mexico,NM,"Roswell, NM",3,ROBERT WOOLEY,OWNER,575-616-5321
467340,,941595284,ORANGE HEALTHCARE LLC,,1306899265,5991716359,"HOME CAREGIVERS PARTNERSHIP, LLC",CANYON HOME CARE OF SOUTHERN UTAH,640 EAST 700 SOUTH,ST. GEORGE,84770,49053,WASHINGTON,Utah,UT,"St. George, UT",3.5,KENNETH NORRIS,MANAGING PARTNER,801-485-6166
067597,,,,,1194371997,6800223975,APLMED HC LLC,,2600 S PARKER RD BLDG 6-360,AURORA,80014,08005,ARAPAHOE,Colorado,CO,"Denver-Aurora-Centennial, CO",-,IGOR SERGEEV,ADMINISTRATOR,720-770-3993
347331,Centerwell ,5294862660,HUMANA INC,"HUMANA, INC.",1558391391,8527963222,"TAR HEEL HEALTH CARE SERVICES, LLC",CENTERWELL HOME HEALTH,2615 HOSPITAL ROAD SUITE 100,GOLDSBORO,27534,37191,WAYNE,North Carolina,NC,"Goldsboro, NC",4.5,JOHN NICHOLS,AUTHORIZED SIGNATORY,913-814-2077
247071,,,,,1912986779,2365354305,CARING HANDS HOME CARE INC,,113 MINNESOTA AVENUE WEST,SEBEKA,56477,27159,WADENA,Minnesota,MN,Non Metropolitan,-,PATRICIA JOHNSON,ADMINISTRATOR,218-837-5572
287122,,648675736,CURIS PARTNERS LLC,,1063433290,1759292568,ELITE PROFESSIONALS HOME CARE LLC,,3901 FAULKNER DR,LINCOLN,68516,31109,LANCASTER,Nebraska,NE,"Lincoln, NE",2,JENNIFER GIBBONS,OWNER/PRESIDENT,402-464-2422
447517,,,,,1871576298,3476597584,"HOME HEALTH CARE OF MIDDLE TENNESSEE, LLC",ALL HEART HOME CARE,"2 INTERNATIONAL PLAZA, SUITE 901",NASHVILLE,37217,47037,DAVIDSON,Tennessee,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",4.5,AMY MCLAUGHLIN,ADMINISTRATOR,615-361-4859
559492,,,,,1609314327,3870924863,ENSURE HOME HEALTH CARE INC,,20944 SHERMAN WAY SUITE 106,CANOGA PARK,91303,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2,KARAPET ARAKELYAN,CEO,818-805-9044
757337,,,,,1497415483,2860858230,L & T HOME HEALTH INC,,220 S KENWOOD ST SUITE 208,GLENDALE,91205,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2,LILIT VARDANYAN,CEO,747-215-9101
217068,MEDSTAR HEALTH HOME CARE,9234188137,"MEDSTAR HEALTH, INC.",,1790899524,1951369990,"MEDSTAR HEALTH VISITING NURSE ASSOCIATION, INC.",MEDSTAR HEALTH HOME CARE,"5233 KING AVENUE, SUITE 200",BALTIMORE,21237,24005,BALTIMORE,Maryland,MD,"Baltimore-Columbia-Towson, MD",4,TRACI ANDERSON-ARAUJO,PRESIDENT,443-812-8131
757205,,1850771619,AA INVESTMENT GROUP INC,,1518633742,1456731207,PERFECT ALLIANCE HOME HEALTH INC,,17151 NEWHOPE ST. STE. 110,FOUNTAIN VALLEY,92708,06059,ORANGE,California,CA,"Los Angeles-Long Beach-Anaheim, CA",5,TAN PHAM,CEO,714-788-5689
327133,,8325146129,"PNC BANK, NATIONAL ASSOCIATION",,1609039833,4284716473,AMBERCARE HOME HEALTH CARE CORPORATION,,3870 FOOTHILLS ROAD,LAS CRUCES,88011,35013,DONA ANA,New Mexico,NM,"Las Cruces, NM",5,DARBY ANDERSON,"EVP, CHIEF STRATEGY OFFICER",630-296-3591
673101,,,,,1730269671,1658345970,"PRESIDENTE HOME CARE, INC.",,405 N MAIN STREET SUITE 1,MCALLEN,78501,48215,HIDALGO,Texas,TX,"McAllen-Edinburg-Mission, TX",-,ROMEO VALLADARES,ADMINISTRATOR/PRESIDENT/OWNER,956-687-6760
687100,,8325939788,VISITING NURSE ASSOCIATION HEALTH GROUP INC,,1053936328,8426122995,ALL PROFESSIONAL HOME CARE LLC.,CLEVELAND CLINIC FLORIDA VISITING NURSES,2789 S STATE ROAD 7 STE WLC 1-133,WELLINGTON,33414,12099,PALM BEACH,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",4,JOHN CHIAPPINELLI,GENERAL COUNSEL,732-224-6914
747217,,,,,1487899308,3971669029,EYES OF HOPE HOME HEALTH LLC,,4304 HARE STREET,HOUSTON,77020,48201,HARRIS,Texas,TX,"Houston-Pasadena-The Woodlands, TX",-,ROSE TURNER,ADMINISTRATOR,713-678-7686
167073,Trinity Health at Home,8628988441,TRINITY HEALTH CORPORATION,TRINITY HEALTH CORPORATION,1649244401,1951357672,TRINITY HOME HEALTH SERVICES,MERCYONE SIOUXLAND HOME CARE,"801 FIFTH STREET, # 320",SIOUX CITY,51101,19193,WOODBURY,Iowa,IA,"Sioux City, IA-NE-SD",4.5,MARCUS BOWENS,CFO,770-283-4006
337246,,2466839774,"ONE GUSTAVE L. LEVY PLACE, LLC",,1295483618,7911384227,"OGL HOLDINGS, LLC",MOUNT SINAI AT HOME,1000 SOUTH OYSTER BAY ROAD,HICKSVILLE,11801,36059,NASSAU,New York,NY,"New York-Newark-Jersey City, NY-NJ",4,ELISA HARRIS,GENERAL COUNSEL,615-635-0294
679546,,,,,1609828847,1850304775,LEWIS HOME HEALTH CARE INC.,,157 NORTH MAIN STREET,BOGATA,75417,48387,RED RIVER,Texas,TX,"Paris, TX",-,DONITA DEES,ADMINISTRATOR DIRECTOR OF NURSES,903-632-2173
921774,,,,,1013363845,9133415847,ALLIANCE HOME HEALTH & HOSPICE LLC,ALLIANCE HOSPICE,6717 MISSION STREET SUITE D-1,DALY CITY,94014,06081,SAN MATEO,California,CA,"San Francisco-Oakland-Fremont, CA",,AURORA ACADEMIA,VICE PRESIDENT,650-491-9240
307017,,,,,1437151651,8426122169,HOME HEALTH & HOSPICE CARE,,7 EXECUTIVE DRIVE,MERRIMACK,03054,33011,HILLSBOROUGH,New Hampshire,NH,"Manchester-Nashua, NH",3,BARBARA LAFRANCE,PRESIDENT/CEO,603-882-2941
747591,,,,,1164745451,0042403156,"DALLAS LENDING SOURCE, LLC",DLS HOME HEALTH SERVICES,"17250 DALLAS PARKWAY, SUITE 201",DALLAS,75248,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,SUJATA KUMARASWAMY,OENER,682-554-5313
167105,,2769385475,FLOYD VALLEY HEALTHCARE,FLOYD VALLEY PHARMACY,1558423632,2769385475,FLOYD VALLEY HEALTHCARE,FLOYD VALLEY HOSPITAL COMMUNITY HEALTH SERVICE,1080 HOLTON DRIVE SW,LE MARS,51031,19149,PLYMOUTH,Iowa,IA,"Le Mars, IA",3.5,DARYL FRIEDENBACH,CFO,712-546-3338
397001,,9638411879,"TOWER HEALTH ENTERPRISES, LLC",,1619953775,4981764503,TOWER HEALTH AT HOME,,739 READING AVENUE VF BLDG 202,WEST READING,19611,42011,BERKS,Pennsylvania,PA,"Reading, PA",3,KEVIN SCOTT,CFO,484-628-1324
335480,,4688692874,COUNTY OF CHEMUNG,CHEMUNG COUNTY DEPARTMENT OF HEALTH HOME HEALTH AGENCY,1629063573,4688692874,COUNTY OF CHEMUNG,CHEMUNG COUNTY NURSING FACILITY,103 WASHINGTON STREET,ELMIRA,14901,36015,CHEMUNG,New York,NY,"Elmira, NY",4,MICHAEL YOUMANS,ADMINISTRATOR,607-737-2068
047147,,7719111947,"TRINITY RIVER VALLEY HOME HEALTH, LLC",TRINITY RIVER VALLEY HOME HEALTH,1962606848,0749364156,"TRINITY CENTRAL HOME HEALTH, LLC.",TRINITY CENTRAL HOME HEALTH,835 CENTRAL AVE STE 511,HOT SPRINGS,71901,05051,GARLAND,Arkansas,AR,"Hot Springs, AR",2.5,MICHAEL MORTON,MEMBER,479-783-4672
239245,,,,,1912203563,4385826858,"HOME CARE WELLNESS, LLC",,"10272 TELEGRAPH RD, SUITE A",TAYLOR,48180,26163,WAYNE,Michigan,MI,"Detroit-Warren-Dearborn, MI",4,WAQAS RASHID,ADMINISTRATOR/CEO,313-586-4111
148394,,,,,1528728417,9931595105,"HEALER OF HOPE HOME HEALTH CARE, INC",,"1701 E WOODFIELD RD, SUITE 225",SCHAUMBURG,60173,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",2.5,MARIA GEMMA MAROON,DIRECTOR OF NURSING,739-961-8914
237212,,3870494834,"ASPIRUS, INC",ASPIRUS IMAGING,1578798401,9739142605,ASPIRUS VNA HOME HEALTH INC,ASPIRUS AT HOME,1101 N ELEVATION ST,HANCOCK,49930,26061,HOUGHTON,Michigan,MI,"Houghton, MI",4,JERRY YANG,SVP & CHIEF FINANCIAL OFFICER,715-847-2526
527154,,5496162752,HFM HOLDING LLC,,1174629075,0648183160,HOLY FAMILY MEMORIAL INC,FROEDTERT HOLY FAMILY MEMORIAL HOME CARE,1520 S. 41ST ST.,MANITOWOC,54220,55071,MANITOWOC,Wisconsin,WI,"Manitowoc, WI",2.5,ALICIA MAITLAND,SVP / FH FINANCE,414-777-0979
517071,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1104084151,6204900863,"GRANT MEMORIAL HOMECARE AND HOSPICE, LLC",GRANT MEMORIAL HOMECARE,"100 HOSPITAL DRIVE, SUITE 3",PETERSBURG,26847,54023,GRANT,West Virginia,WV,Non Metropolitan,4.5,JOSHUA PROFFITT,PRESIDENT,337-233-1307
117081,Amedisys,3072421957,AMEDISYS INC,AMEDISYS INC A DELAWARE CORP,1952359705,2264342823,"AMEDISYS GEORGIA, L.L.C.",AMEDISYS HOME HEALTH CARE,"3633 WHEELER ROAD, SUITE 200",AUGUSTA,30909,13245,RICHMOND,Georgia,GA,"Augusta-Richmond County, GA-SC",4,PAUL KUSSEROW,PRESIDENT,225-292-2031
747114,,7315194909,"SALUBRITY, LLC",,1679747489,8527127521,"CLEVELAND HEALTH CARE, LLC",VITAL CONNECTIONS,6112 N 10TH ST STE2G,MCALLEN,78504,48215,HIDALGO,Texas,TX,"McAllen-Edinburg-Mission, TX",-,ROLANDO GUERRA,PRESIDENT,956-668-1000
553163,,,,,1558725663,5890059331,FIRST CHOICE HOME HEALTH AGENCY,,1307 W 6TH STREET STE 203,CORONA,92882,06065,RIVERSIDE,California,CA,"Riverside-San Bernardino-Ontario, CA",-,JOY EUBANY,ADMINISTRATOR,951-214-5149
178138,,,,,1003536871,3375997042,PIVOTAL HEALTH & WELLNESS INC,PIVOTAL HEALTH & WELLNESS INC,314 MAIN STREET,COURTLAND,66939,20157,REPUBLIC,Kansas,KS,Non Metropolitan,-,ROBIN CARLSON,COO,785-955-0670
757233,,,,,1710452008,5496166720,LSZ HOME HEALTH CARE INC,,1254 S. WATERMAN AVENUE,SAN BERNARDINO,92408,06071,SAN BERNARDINO,California,CA,"Riverside-San Bernardino-Ontario, CA",-,JAIME VAZQUEZ MUNOZ,CEO,760-292-2175
148319,,,,,1952629404,9335319490,"SAFE LIFE HOME HEALTH CARE, LLC",,101 W 22ND ST,LOMBARD,60148,17043,DUPAGE,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",3,FAISAL ISHAQUE,OWNER,630-620-9064
679103,AccentCare,1850706326,SEASONS ROLLOVER HOLDINGS LLC,,1316432180,9537490453,"TEXAS HOME HEALTH GROUP OF DE SOTO, LLC",ACCENTCARE HOME HEALTH OF DESOTO,911 YORK DR. #203,DESOTO,75115,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",4.5,HEATHER SISCEL,VP LEGAL,224-221-0465
398066,,,,,1639261167,5395742662,"BETTER HOME CARE AGENCY, LLC",BETTER HOME CARE,1046 BUSTLETON PIKE,FEASTERVILLE,19053,42017,BUCKS,Pennsylvania,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-,YURI TYSHKO,PRESIDENT,267-988-8978
417051,,446517064,THE ESTATE OF JAMES E. RILEY,,1841413994,2567481518,HOMECARE ADVANTAGE CHC INC.,,165 BURNSIDE STREET,CRANSTON,02910,44007,PROVIDENCE,Rhode Island,RI,"Providence-Warwick, RI-MA",2.5,JAMES RILEY,CHIEF FINANCIAL OFFICER,401-781-3400
237713,,,,,1891867453,2567462823,NEW HORIZON HOME HEALTH CARE INC.,VN HOME HEALTH CARE,"28230 ORCHARD LAKE RD, SUITE 215",FARMINGTON,48334,26125,OAKLAND,Michigan,MI,"Detroit-Warren-Dearborn, MI",3.5,VIDHYA JAIN,ADMINISTRATOR,248-254-3582
335772,,,,,1376813238,2365601093,SV OPERATING THREE LLC,RICHMOND CENTER FOR REHABILITAION AND SPECIALTY HEALTHCARE,91 TOMPKINS AVENUE,STATEN ISLAND,10304,36085,RICHMOND,New York,NY,"New York-Newark-Jersey City, NY-NJ",1,KENNETH ROZENBERG,MEMBER,718-931-9700
757631,,,,,1538826565,7911369335,LEA HOME HEALTH,,121 W LEXINGTON DR. SUITE 616A,GLENDALE,91203,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,ARA MATINYAN,PRESIDENT/CEO,424-278-8751
420027,,1951215243,ANMED HEALTH,ANMED PRIMARY CARE,1417919531,1951215243,ANMED HEALTH,ANMED,800 N FANT ST,ANDERSON,29621,45007,ANDERSON,South Carolina,SC,"Greenville-Anderson-Greer, SC",4,STEPHEN GRIGSBY,CFO,864-512-1109
197232,Elara Caring,5799084786,"BW NHHC CO-INVEST, L.P.",,1841203114,3779769831,MEDISTAR HOME HEALTH OF BATON ROUGE LLC,ELARA CARING,4860 BLUEBONNET BLVD.,BATON ROUGE,70809,22033,EAST BATON ROUGE,Louisiana,LA,"Baton Rouge, LA",4.5,KATIE MONASTIERE,"COMPLIANCE,PRIVACY,& SAFETY OFFICER",517-768-4373
687002,,5395058515,HEALTH FORCE HOME CARE LLC,,1700280856,5395058515,HEALTH FORCE HOME CARE LLC,,7211 N DALE MABRY HWY STE 205,TAMPA,33614,12057,HILLSBOROUGH,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",3.5,ELDA LARA,ADMINISTRATOR,813-609-4952
267672,TERRACE HOME HEALTH,3173545464,ROCKY MOUNTAIN CARE LLC,,1285291575,9830429901,TERRACE HOME HEALTH SPRINGFIELD LLC,TERRACE HOME HEALTH,"4650 S NATIONAL AVE, STE D2",SPRINGFIELD,65810,29077,GREENE,Missouri,MO,"Springfield, MO",4,KELLY SNOWBALL,GOVERNING BODY CHAIR,801-397-4000
367251,,2567498835,CAPITAL HEALTH SERVICES INC,,1922309731,8426237025,CHS OF ASHTABULA INC,CAPITAL HEALTH HOME CARE,1100 LAKE AVENUE,ASHTABULA,44004,39007,ASHTABULA,Ohio,OH,"Cleveland, OH",3.5,KEN BERNSEN,PRESIDENT,937-277-0505
197052,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1285681171,9830168681,"LOUISIANA HOMECARE OF NORTHWEST LOUISIANA, LLC",LOUISIANA HOMECARE,301 JEFFERSON STREET,MANSFIELD,71052,22031,DE SOTO,Louisiana,LA,"Shreveport-Bossier City, LA",4,DONALD STELLY,PRESIDENT,337-233-1307
390030,,3577634864,JEFFERSON HEALTH CORPORATION,,1235138405,4183525959,LEHIGH VALLEY HOSPITAL SCHUYLKILL,LEHIGH VALLEY HOSPITAL SCHUYLKILL S JACKSON STREET,420 SOUTH JACKSON STREET,POTTSVILLE,17901,42107,SCHUYLKILL,Pennsylvania,PA,"Pottsville, PA",3,ROBERT THOMAS,REGIONAL CFO,484-884-0901
398342,,,,,1669088423,5496151318,GOOD SAMARITAN HOME HEALTH CARE LLC,,"1202 BROADWAY, SUITE 102",FOUNTAIN HILL,18015,42095,NORTHAMPTON,Pennsylvania,PA,"Allentown-Bethlehem-Easton, PA-NJ",1.5,DINORA SANTIAGO,"CEO, OWNER",610-782-1903
059602,,,,,1104184761,0244486801,ANGELUS HOME HEALTH,,211 S LAUREL AVENUE,ONTARIO,91762,06071,SAN BERNARDINO,California,CA,"Riverside-San Bernardino-Ontario, CA",2,MILES BALLESTEROS,ADMINISTRATOR,909-999-0587
117039,Amedisys,3072421957,AMEDISYS INC,AMEDISYS INC A DELAWARE CORP,1831147529,2264342823,"AMEDISYS GEORGIA, L.L.C.","CENTRAL HOME HEALTH CARE, AN AMEDISYS COMPANY","2000 RIVEREDGE PARKWAY NW, SUITE 650",ATLANTA,30328,13121,FULTON,Georgia,GA,"Atlanta-Sandy Springs-Roswell, GA",4,TRAVIS MIGLICCO,SVP TAX,225-299-3803
757204,,6507261989,CONCORD MED GROUP,,1679156475,2961807342,CONCORD HOME HEALTH,,5658 SEPULVEDA BLVD,VAN NUYS,91411,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3,MARGARITA DARBINYAN,CEO,747-444-4478
177289,,648299107,MANHATTAN RETIREMENT FOUNDATION INC.,MEADOWLARK HILLS,1669420626,0648299107,MANHATTAN RETIREMENT FOUNDATION INC.,MEADOWLARK HILLS HOME HEALTH,2121 MEADOWLARK RD,MANHATTAN,66502,20161,RILEY,Kansas,KS,"Manhattan, KS",3.5,MEAGAN FLORIE,CFO,785-537-4610
377774,,1153565759,"WELDON ENTERPRISES, LLC",,1366882045,7517101116,"WHHC I, LLC",HARMONY HOME CARE II,115 PIEDMONT ROAD NORTH,PIEDMONT,73078,40017,CANADIAN,Oklahoma,OK,"Oklahoma City, OK",4.5,ZACHARIAH WELDON,PRESIDENT,405-757-6901
037458,,,,,1548689847,3072823129,"DIVINE HOME HEALTH CARE, LLC",,"633 EAST RAY ROAD, SUITE 130",GILBERT,85296,04013,MARICOPA,Arizona,AZ,"Phoenix-Mesa-Chandler, AZ",-,GLORIA ADJEI,DIR. OF NURSING,480-812-3680
679774,,,,,1497878862,2163515552,AXYB INC.,AXIS HOME HEALTH,309 EL PASO ST,SAN ANTONIO,78207,48029,BEXAR,Texas,TX,"San Antonio-New Braunfels, TX",1.5,XENIA BUENO,OWNER,210-223-4933
197317,Elara Caring,5799084786,"BW NHHC CO-INVEST, L.P.",,1467526368,1557328671,"MEDISTAR HOME HEALTH OF MARKSVILLE, L.L.C.",ELARA CARING,"320 ACTON ROAD, STE B",MARKSVILLE,71351,22009,AVOYELLES,Louisiana,LA,Non Metropolitan,4,KATIE MONASTIERE,"COMPLIANCE,PRIVACY,& SAFETY OFFICER",517-768-4373
297309,,,,,1114540424,5698198398,PELACHO HOME HEALTH INC,,4175 S RILEY ST,LAS VEGAS,89147,32003,CLARK,Nevada,NV,"Las Vegas-Henderson-North Las Vegas, NV",1.5,ONAIRAM VALDIVIESO,TREASURER,702-241-4761
059221,,,,,1396925103,3375632292,OPTIMA HOME HEALTH SERVICES,,"1935 CHICAGO AVE, STE C1",RIVERSIDE,92507,06065,RIVERSIDE,California,CA,"Riverside-San Bernardino-Ontario, CA",-,PAUL MURILLO,CLINICAL MANAGER,951-682-7555
753121,,,,,1811593114,7517356348,ARROWHEAD HOME INC,,"639 SOUTH GLENWOOD PLACE, UNIT 118",BURBANK,91506,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4.5,VARDAN SHISHMANYAN,CEO,818-561-5852
407037,,,,,1730432659,2163645904,"ADVANCED HOME CARE SERVICES WEST, INC.",,CARR 869 URB PALMAS INDUSTRIAL PARK CALLE 19 BO P,BO PALMAS,00962,72033,CATANO,Puerto Rico,PR,"San Juan-Bayamón-Caguas, PR",3,AIXA CARDONA,COO,787-783-2245
